customerID,gender,Partner,Dependents,tenure,Contract,MonthlyCharges,Churn
7593-XFKDI,Male,No,No,1,Month-to-month,46.3,Yes
9483-GCPWE,Male,No,Yes,9,One year,20.1,No
3771-PZOBW,Male,No,No,20,Month-to-month,90.7,No
2197-OMWGI,Female,Yes,Yes,68,Two year,53,No
8499-BRXTD,Male,No,No,18,One year,20.1,No
9258-CNWAC,Female,Yes,Yes,71,Two year,113.65,No
5707-ZMDJP,Male,Yes,Yes,53,Two year,69.7,No
5868-YWPDW,Male,Yes,No,6,Month-to-month,84.2,Yes
9470-XCCEM,Male,Yes,Yes,35,Month-to-month,89.65,No
4854-SSLTN,Male,Yes,Yes,2,Two year,59.5,No
1525-LNLOJ,Male,Yes,Yes,66,Two year,63.3,No
5281-BUZGT,Male,No,No,36,Month-to-month,90.85,Yes
5619-XZZKR,Male,No,No,4,One year,19.95,No
5366-OBVMR,Female,Yes,No,18,Month-to-month,50.3,No
1432-FPAXX,Female,No,No,29,Month-to-month,30.6,Yes
0620-DLSLK,Female,No,No,13,Month-to-month,81.9,No
3424-NMNBO,Male,Yes,No,58,One year,108.85,Yes
1162-ECVII,Male,Yes,No,72,Two year,109.75,No
3027-ZTDHO,Male,No,No,1,Month-to-month,89.9,Yes
1705-GUHPV,Female,No,No,63,Two year,24.2,No
7173-TETGO,Female,Yes,No,72,Two year,78.5,No
8896-BQTTI,Male,No,No,1,Month-to-month,25,No
2770-NSVDG,Male,Yes,No,24,Month-to-month,29.1,No
4415-IJZTP,Female,No,No,1,Month-to-month,74.5,Yes
4291-SHSBH,Male,No,No,7,Month-to-month,69.55,No
1031-IIDEO,Female,No,No,1,Month-to-month,70.85,Yes
5133-POWUA,Male,No,No,1,Month-to-month,45.8,No
6416-YJTTB,Male,No,No,11,Month-to-month,79.5,No
0927-LCSMG,Male,No,No,7,Month-to-month,74.65,Yes
6663-JOCQO,Male,Yes,Yes,31,One year,75.25,No
4657-FWVFY,Female,Yes,Yes,40,Month-to-month,96.35,No
0817-HSUSE,Male,No,No,1,Month-to-month,75.5,No
0106-UGRDO,Female,Yes,No,69,Two year,116,No
6212-ATMLK,Female,No,No,50,Month-to-month,95.7,No
9909-IDLEK,Male,Yes,Yes,20,Month-to-month,96.8,No
0489-WMEMG,Female,No,Yes,23,One year,49.45,No
9297-FVVDH,Female,Yes,Yes,57,Two year,84.5,No
3932-IJWDZ,Male,No,No,45,Month-to-month,103.65,No
9668-PUGNU,Male,Yes,No,71,Two year,24.5,No
6087-YPWHO,Male,Yes,No,72,Two year,68.15,No
5850-BDWCY,Female,No,No,6,Month-to-month,20.2,No
2403-BCASL,Male,Yes,Yes,41,One year,111.95,Yes
8467-WYNSR,Male,No,No,22,Month-to-month,55.1,No
1587-FKLZB,Male,Yes,Yes,66,Month-to-month,99.5,Yes
0376-YMCJC,Male,No,No,23,Month-to-month,90.6,Yes
2293-IJWPS,Female,Yes,No,57,One year,100.75,No
5073-RZGBK,Female,Yes,Yes,50,One year,80.05,No
2272-WUSPA,Female,Yes,No,72,Two year,110.75,No
0222-CNVPT,Male,No,No,52,Month-to-month,48.8,No
5995-OIGLP,Male,No,No,12,Month-to-month,56.65,Yes
2430-USGXP,Male,Yes,No,24,Month-to-month,101.05,Yes
4763-PGDPO,Female,No,No,4,Month-to-month,70.4,Yes
6133-OZILE,Female,No,No,18,Month-to-month,35.2,No
9067-SQTNS,Male,Yes,Yes,44,One year,20.6,No
5980-BDHPY,Male,Yes,No,72,Two year,87.1,No
9282-IZGQK,Female,No,No,1,Month-to-month,85,Yes
3703-TTEPD,Male,No,No,21,Month-to-month,65.35,No
7181-OQCUT,Male,No,No,21,Month-to-month,103.85,No
2796-NNUFI,Female,Yes,Yes,46,Two year,19.95,No
0839-QNXME,Female,No,No,30,Two year,19.4,No
3235-ETOOB,Male,Yes,No,8,Month-to-month,74.5,Yes
3714-NTNFO,Female,No,No,49,Month-to-month,84.5,No
3221-CJMSG,Male,No,No,24,Month-to-month,51.1,No
7145-FEJWU,Female,No,Yes,12,Month-to-month,105.3,No
1752-OZXFY,Male,Yes,No,60,One year,59.8,No
0137-OCGAB,Female,No,No,1,Month-to-month,80.2,Yes
8181-YHCMF,Female,Yes,Yes,68,Two year,60.3,No
4676-MQUEA,Male,Yes,No,50,One year,101.9,No
2081-KJSQF,Male,No,No,1,Month-to-month,20.25,No
6726-WEXXK,Male,Yes,No,27,One year,85.9,No
7402-EYFXX,Male,No,No,26,Month-to-month,93.6,No
5854-KSRBJ,Male,Yes,Yes,70,Two year,25.4,No
1173-NOEYG,Female,Yes,No,27,Month-to-month,90.15,No
4959-JOSRX,Female,Yes,No,2,Month-to-month,44.6,Yes
1069-QJOEE,Male,Yes,Yes,25,One year,19.9,No
5149-QYTTU,Female,Yes,Yes,71,One year,95.15,No
7426-GSWPO,Male,No,No,64,Month-to-month,103.5,No
5639-NTUPK,Male,No,Yes,13,Month-to-month,52.1,No
2038-OEQZH,Male,No,No,4,Month-to-month,86.05,No
5536-RTPWK,Male,Yes,No,49,Month-to-month,99.05,Yes
5468-BPMMO,Male,Yes,No,46,Month-to-month,19.6,No
5961-VUSRV,Female,No,No,12,One year,19.35,No
1730-ZMAME,Female,No,No,32,Month-to-month,79.5,No
1354-YZFNB,Male,Yes,Yes,4,Two year,19.55,No
8782-LKFPK,Male,No,No,44,Month-to-month,90.4,No
6542-LWGXJ,Male,Yes,No,3,Month-to-month,25,No
2469-DTSGX,Female,No,No,72,Two year,111.65,No
4424-TKOPW,Male,No,No,2,Month-to-month,93.85,Yes
7005-CCBKV,Male,No,No,6,Month-to-month,84.4,Yes
9509-MPYOD,Female,No,No,35,One year,20.75,No
5760-FXFVO,Male,No,No,6,Month-to-month,78.95,No
9799-CAYJJ,Female,Yes,No,2,Month-to-month,69.3,No
8746-OQQRW,Male,No,No,4,Month-to-month,25.25,No
4822-LPTYJ,Male,Yes,No,72,Two year,103.75,No
8276-MQBYC,Male,No,No,51,Month-to-month,97.8,Yes
2237-ZFSMY,Female,No,No,39,One year,95.55,Yes
9787-XVQIU,Male,No,No,1,Month-to-month,75.3,Yes
6719-OXYBR,Male,No,No,15,Month-to-month,85.3,No
7167-PCEYD,Male,No,No,67,Two year,19.8,No
3372-CDXFJ,Male,Yes,Yes,13,One year,24.5,No
1336-EZFZY,Female,No,No,4,Month-to-month,20.05,No
7524-VRLPL,Male,No,No,69,Two year,74.1,No
2514-GINMM,Male,No,No,1,Month-to-month,79.5,Yes
1760-CAZHT,Male,No,Yes,25,Month-to-month,20.8,No
2927-QRRQV,Male,Yes,No,46,One year,94.65,No
3422-WJOYD,Male,Yes,No,28,One year,54.35,No
6941-PMGEP,Female,No,No,5,Month-to-month,80,Yes
9500-LTVBP,Female,No,No,35,Month-to-month,80.05,No
7336-RLLRH,Male,Yes,No,27,One year,80.85,No
5505-OVWQW,Female,No,No,17,One year,20.15,No
2778-OCLGR,Male,Yes,No,24,Month-to-month,39.1,Yes
2868-MZAGQ,Male,No,No,1,Month-to-month,79.25,Yes
2190-PHBHR,Female,Yes,No,72,Two year,94.45,No
6172-FECYY,Male,Yes,Yes,49,Month-to-month,84.5,Yes
8680-CGLTP,Male,No,No,29,One year,58.75,No
5183-KLYEM,Female,No,No,72,Two year,112.75,No
2969-VAPYH,Female,No,No,67,One year,60.5,No
1725-MIMXW,Male,No,Yes,1,Month-to-month,19.45,Yes
0577-WHMEV,Female,Yes,No,16,Month-to-month,90.7,No
2257-BOVXD,Male,Yes,No,14,Month-to-month,66.6,No
3120-FAZKD,Male,Yes,Yes,54,Two year,24.05,No
5989-AXPUC,Female,Yes,No,68,Two year,118.6,No
1552-CZCLL,Female,Yes,Yes,55,Month-to-month,20,No
5414-OFQCB,Male,No,No,57,Two year,90.45,No
3810-DVDQQ,Female,Yes,Yes,72,Two year,117.6,No
0690-SRQID,Male,No,No,4,Month-to-month,19.65,No
2369-UAPKZ,Male,No,No,5,Month-to-month,104.1,Yes
6418-PIQSP,Female,Yes,No,62,Two year,81,No
2983-ZANRP,Female,Yes,Yes,2,Month-to-month,73.55,Yes
6894-LFHLY,Male,No,No,1,Month-to-month,75.75,Yes
3266-FTKHB,Male,No,No,17,Two year,19.15,No
6439-LAJXL,Male,Yes,No,9,Month-to-month,68.95,No
8746-BFOAJ,Male,No,No,21,One year,20.5,No
8272-ONJLV,Male,No,No,12,One year,95.7,No
1536-HBSWP,Female,No,No,1,Month-to-month,49.9,No
7733-UDMTP,Female,No,No,57,Month-to-month,55,No
5928-QLDHB,Male,No,No,9,Month-to-month,76.25,No
3195-TQDZX,Male,No,No,3,Month-to-month,20.25,No
0730-BGQGF,Male,Yes,Yes,71,Two year,90.3,No
1090-ESELR,Male,Yes,Yes,72,Two year,105.5,No
4913-EHYUI,Male,Yes,Yes,56,One year,104.55,Yes
0078-XZMHT,Male,Yes,No,72,Two year,85.15,No
2740-TVLFN,Male,No,No,1,Month-to-month,50.15,No
6818-WOBHJ,Female,Yes,No,68,Month-to-month,89.6,Yes
8361-LBRDI,Female,No,No,58,Two year,24.35,No
2239-CGBUZ,Female,Yes,No,51,One year,60.5,No
9494-MRNYX,Male,No,No,10,Month-to-month,75.05,No
1518-OMDIK,Male,Yes,No,33,Month-to-month,44.55,No
1000-AJSLD,Male,No,No,1,Month-to-month,20.1,Yes
6198-RTPMF,Female,Yes,No,17,Month-to-month,92.6,No
6261-RCVNS,Female,No,No,42,One year,73.9,Yes
8910-ICHIU,Female,No,No,46,One year,95.65,No
7853-OETYL,Female,Yes,No,4,Month-to-month,29.05,No
8725-JEDFD,Male,No,No,27,Month-to-month,69.05,No
3070-FNFZQ,Female,Yes,Yes,23,Two year,20.4,No
1400-WIVLL,Male,Yes,No,57,Two year,107.95,No
4115-NZRKS,Female,No,No,7,Month-to-month,89.15,No
5349-AZPEW,Female,Yes,Yes,5,Month-to-month,25.05,No
0684-AOSIH,Male,Yes,No,1,Month-to-month,95,Yes
5552-ZNFSJ,Male,No,No,1,Month-to-month,45.3,Yes
4612-SSVHJ,Female,No,No,20,Month-to-month,81.45,No
5829-NVSQN,Female,Yes,No,23,One year,68.75,No
4423-JWZJN,Male,Yes,Yes,64,One year,90.25,No
5628-FCGYG,Male,No,No,21,Month-to-month,84.1,No
8000-REIQB,Female,No,No,1,Month-to-month,69.95,Yes
5644-PDMZC,Female,No,No,2,Month-to-month,89.5,Yes
8219-VYBVI,Male,No,Yes,39,Two year,25,No
6993-YGFJV,Male,Yes,No,69,Two year,112.55,No
3653-NCRDJ,Male,Yes,Yes,43,One year,19.2,No
6861-XWTWQ,Male,Yes,No,7,Month-to-month,99.25,Yes
8316-BBQAY,Female,No,No,65,Two year,59.95,No
3160-TYXLT,Male,No,No,53,Month-to-month,46.3,No
2845-HSJCY,Female,Yes,Yes,14,Month-to-month,87.25,Yes
7544-ZVIKX,Male,Yes,Yes,58,One year,105.05,No
9586-JGQKH,Female,Yes,No,64,Two year,105.4,No
2604-IJPDU,Female,Yes,No,20,Month-to-month,96.55,No
6516-NKQBO,Male,Yes,Yes,38,Two year,81,No
4124-MMETB,Male,No,No,22,Month-to-month,94.65,Yes
6933-VLYFX,Male,Yes,Yes,31,One year,59.95,No
3452-ABWRL,Male,No,No,47,Month-to-month,86.05,No
0929-PECLO,Female,No,No,63,Month-to-month,89.6,No
9950-MTGYX,Male,Yes,Yes,28,Two year,20.3,No
1502-XFCVR,Female,No,No,58,One year,106.45,Yes
9584-EXCDZ,Female,No,No,17,Month-to-month,70.5,No
2798-NYLMZ,Male,Yes,No,71,Two year,108.55,No
6000-APYLU,Male,No,No,9,Month-to-month,80.8,Yes
0107-YHINA,Male,No,Yes,1,Month-to-month,99.75,Yes
4184-TJFAN,Female,Yes,Yes,3,Month-to-month,88.3,Yes
4143-OOBWZ,Male,Yes,No,5,Month-to-month,81.3,Yes
0432-CAJZV,Male,No,No,3,Month-to-month,90.7,No
7876-BEUTG,Female,No,No,15,Month-to-month,48.8,No
6305-YLBMM,Male,No,No,69,One year,104.05,Yes
7209-JCUDS,Male,No,No,10,Month-to-month,94.9,Yes
7208-PSIHR,Female,Yes,No,70,Two year,104.3,No
7598-UAASY,Male,Yes,No,2,Month-to-month,76.4,Yes
9592-ERDKV,Male,Yes,No,37,One year,79.25,No
3769-MHZNV,Female,Yes,Yes,33,Two year,20.1,No
6267-DCFFZ,Female,Yes,No,30,Month-to-month,90.05,No
7632-YUTXB,Female,Yes,Yes,25,One year,20.05,No
1194-BHJYC,Male,Yes,No,61,Two year,62.15,No
5311-IHLEI,Male,No,No,12,Month-to-month,50.95,No
3156-QLHBO,Male,No,Yes,2,Month-to-month,19.25,No
2506-CLAKW,Female,No,No,6,Month-to-month,98.15,Yes
6394-HHHZM,Male,No,No,3,Month-to-month,20.7,No
9134-CEQMF,Male,Yes,No,7,Month-to-month,89.5,Yes
8249-THVEC,Male,Yes,Yes,51,One year,19.4,No
4703-MQYKT,Male,No,No,21,Two year,19.6,No
8380-MQINP,Female,Yes,Yes,55,Two year,20.3,No
5219-YIPTK,Female,Yes,No,33,Month-to-month,104.4,Yes
1623-NLDOT,Female,Yes,No,42,One year,33.55,Yes
8174-LNWMW,Female,No,No,31,Two year,20.9,No
7762-ONLJY,Female,Yes,Yes,6,One year,19.7,No
2027-WKXMW,Female,Yes,No,63,Month-to-month,108.75,No
0872-JCPIB,Male,No,No,17,Month-to-month,65.75,No
5863-OOKCL,Female,No,No,10,Month-to-month,18.85,No
0311-UNPFF,Female,No,No,26,Month-to-month,88.8,Yes
3373-YZZYM,Male,Yes,Yes,1,Month-to-month,19.2,No
4922-CVPDX,Female,Yes,No,26,Two year,73.5,No
7197-VOJMM,Male,Yes,No,67,Two year,69.2,No
2999-AANRQ,Female,No,No,21,Two year,71.05,No
0420-TXVSG,Male,Yes,No,66,Two year,66.1,No
9831-BPFRI,Female,Yes,Yes,39,One year,89.55,Yes
2360-RDGRO,Male,Yes,No,65,Month-to-month,104.25,No
9450-TRJUU,Male,No,No,35,Month-to-month,83.15,No
3736-BLEPA,Male,No,No,28,One year,91.25,No
5138-WVKYJ,Male,No,No,10,Month-to-month,98.55,Yes
8051-HJRLT,Female,No,No,1,Month-to-month,70.55,Yes
5172-MIGPM,Male,No,No,4,Month-to-month,65.55,No
6330-JKLPC,Male,Yes,No,11,Month-to-month,80.5,Yes
4957-TREIR,Male,No,No,3,Month-to-month,64.4,No
9610-WCESF,Male,No,No,67,Two year,43.9,No
4373-MAVJG,Female,Yes,Yes,14,Month-to-month,90.9,Yes
9081-WWXKP,Female,Yes,Yes,47,Two year,20.25,No
0851-DFJKB,Female,No,No,15,Month-to-month,58.95,No
3871-IKPYH,Male,No,No,1,Month-to-month,69.1,Yes
4598-XLKNJ,Female,Yes,No,25,Month-to-month,98.5,Yes
3055-VTCGS,Female,No,No,63,One year,58.55,No
8780-IXSTS,Female,No,No,6,Month-to-month,90.1,Yes
7312-XSBAT,Male,No,No,1,Month-to-month,49.75,No
6839-ITVZJ,Female,Yes,Yes,26,Month-to-month,60.05,Yes
1179-INLAT,Male,No,No,3,One year,19.45,No
2284-VFLKH,Male,Yes,No,49,One year,99.25,No
7479-NITWS,Male,No,No,7,Month-to-month,89.35,Yes
0991-BRRFB,Male,No,No,18,Month-to-month,49.4,Yes
3283-WCWXT,Male,Yes,Yes,6,Two year,25.4,No
0907-HQNTS,Female,Yes,No,70,Two year,113,No
6087-MVHJH,Female,No,No,16,Month-to-month,88.45,Yes
5781-RFZRP,Male,Yes,No,71,Two year,73.5,No
8563-IIOXK,Male,Yes,Yes,7,One year,49.75,Yes
7929-SKFGK,Male,Yes,No,70,Two year,114.3,No
7010-ZMVBF,Female,Yes,Yes,18,Month-to-month,20.45,No
2378-YIZKA,Female,Yes,Yes,68,Two year,85,No
4063-EIKNQ,Male,Yes,Yes,11,Month-to-month,20.95,No
7517-LDMPS,Female,No,No,12,Month-to-month,84.6,No
6278-FEPBZ,Female,No,No,9,Month-to-month,20.25,No
5214-CHIWJ,Male,No,No,27,One year,20.3,No
4868-AADLV,Male,Yes,Yes,66,One year,116.25,No
8393-DLHGA,Male,No,Yes,25,Month-to-month,95.9,Yes
2277-VWCNI,Female,No,No,4,Month-to-month,48.75,No
0420-BWTPW,Male,No,Yes,8,Month-to-month,25.5,Yes
4622-YNKIJ,Male,No,No,33,Two year,88.95,No
6693-DJWTY,Female,No,Yes,35,One year,55.6,No
1428-GTBJJ,Male,No,No,11,Month-to-month,74.55,Yes
7274-RTAPZ,Male,No,No,1,Month-to-month,90.55,Yes
5832-TRLPB,Male,No,No,29,One year,75.35,No
6927-WTFIV,Male,No,No,20,Month-to-month,71.3,Yes
8309-IEYJD,Female,No,No,1,Month-to-month,70.6,No
9700-ZCLOT,Male,No,No,2,Month-to-month,20,No
5917-HBSDW,Female,Yes,Yes,37,Month-to-month,19.35,No
2673-CXQEU,Female,No,No,56,One year,110.5,No
1998-VHJHK,Female,No,No,27,One year,19.15,No
5982-FPVQN,Female,Yes,Yes,37,Month-to-month,95.15,No
5469-NUJUR,Male,No,No,19,Two year,19.95,No
1306-RPWXZ,Female,No,Yes,49,Two year,20.45,No
0337-CNPZE,Female,No,No,41,Month-to-month,106.3,Yes
3976-HXHCE,Male,No,No,72,Two year,19.3,No
6485-QXWWE,Female,No,Yes,62,Two year,26,No
8976-OQHGT,Female,Yes,Yes,4,Month-to-month,56.5,Yes
4685-TFLLS,Male,Yes,Yes,18,One year,19.8,No
0810-BDHAW,Female,Yes,Yes,24,One year,78.4,No
9453-PATOS,Female,Yes,No,72,Two year,85.1,No
8993-IZEUX,Male,No,No,7,Month-to-month,69.15,No
1481-ZUWZA,Male,No,No,28,Month-to-month,94.5,Yes
4360-QRAVE,Male,No,No,37,Month-to-month,36.65,No
5707-ORNDZ,Male,No,No,9,Month-to-month,54.55,Yes
9842-EFSYY,Female,No,Yes,4,Month-to-month,57.2,No
4538-WNTMJ,Female,Yes,Yes,46,One year,24.95,No
9840-EFJQB,Female,No,No,1,Month-to-month,74.35,No
7208-PSIHR,Female,Yes,No,70,Two year,104.3,No
2718-YSKCS,Male,Yes,Yes,71,Two year,19.6,No
5195-KPUNQ,Female,No,No,53,One year,96.75,No
9776-OJUZI,Female,No,No,65,Month-to-month,95.45,No
7379-POKDZ,Male,Yes,No,3,Month-to-month,70.3,Yes
5622-UEJFI,Female,Yes,Yes,35,Two year,25.4,No
3474-BAFSJ,Male,Yes,No,57,Two year,57.5,No
3410-MHHUM,Female,Yes,Yes,44,One year,94.4,No
4115-NZRKS,Female,No,No,7,Month-to-month,89.15,No
0644-OQMDK,Male,No,No,4,Month-to-month,70.65,No
3205-MXZRA,Male,No,No,26,One year,59.45,No
4815-YOSUK,Male,Yes,Yes,72,One year,104.9,No
4374-YMUSQ,Male,No,No,34,One year,116.25,No
5549-ZGHFB,Male,Yes,Yes,50,Two year,24.95,No
8980-WQFWL,Female,No,No,35,Month-to-month,62.1,No
5515-RUGKN,Male,No,No,8,Month-to-month,54.75,No
5193-QLVZB,Male,No,No,63,Two year,104.75,No
0968-GSIKN,Female,No,No,1,Month-to-month,70.8,Yes
3420-ZDBMA,Male,No,No,5,Month-to-month,71.45,No
3373-DIUUN,Male,Yes,Yes,30,Two year,21.25,No
2205-LPVGL,Male,Yes,Yes,58,One year,89.85,No
0704-VCUMB,Female,Yes,No,61,Two year,20.25,No
5304-EFJLP,Male,Yes,No,72,Two year,111.65,No
0746-JTRFU,Male,No,No,2,Month-to-month,25.05,Yes
3519-ZKXGG,Female,Yes,No,3,Month-to-month,75.85,Yes
3138-BKYAV,Male,No,No,6,Month-to-month,85.35,Yes
8123-QBNAZ,Female,Yes,Yes,36,Month-to-month,104.5,No
9518-RWHZL,Female,No,No,64,One year,100.05,Yes
3873-WOSBC,Male,Yes,No,67,Two year,25.6,No
3481-JHUZH,Male,Yes,No,41,Month-to-month,80.25,No
1085-LDWAM,Female,Yes,Yes,69,One year,20.35,No
6112-KTHFQ,Female,No,No,13,Month-to-month,19.3,No
5288-AHOUP,Male,No,No,11,Month-to-month,78.5,No
9777-WJJPR,Male,Yes,No,31,Month-to-month,88.65,No
2452-SNHFZ,Female,No,No,47,Month-to-month,75.45,No
6582-OIVSP,Female,No,No,1,Month-to-month,45.3,No
6388-TABGU,Male,No,Yes,62,One year,56.15,No
5285-MVEHD,Female,Yes,No,56,One year,105.6,No
4927-WWOOZ,Male,Yes,No,2,Month-to-month,91.45,No
7503-QQRVF,Male,Yes,No,16,Month-to-month,74.3,Yes
5624-RYAMH,Female,No,No,9,Month-to-month,19.5,No
0820-FNRNX,Male,Yes,Yes,17,Month-to-month,66.7,No
1508-DFXCU,Male,No,No,12,Month-to-month,81.45,No
0096-FCPUF,Male,No,No,30,Month-to-month,64.5,No
2307-FYNNL,Male,No,No,65,Two year,109.05,No
1009-IRMNA,Female,No,No,7,Month-to-month,20,Yes
8837-VVWLQ,Female,No,No,8,Month-to-month,84.95,Yes
7982-VCELR,Female,No,No,36,Month-to-month,94.8,No
2208-NKVVH,Male,Yes,Yes,43,Two year,24.25,No
8708-XPXHZ,Female,Yes,Yes,42,Month-to-month,94.2,Yes
1355-KUSBG,Female,Yes,Yes,7,Month-to-month,48.8,No
8099-MZPUJ,Male,Yes,Yes,48,Two year,111.8,No
8775-CEBBJ,Female,No,No,9,Month-to-month,44.2,Yes
8168-UQWWF,Female,No,No,11,Month-to-month,97.85,Yes
9102-OXKFY,Male,No,No,59,Two year,54.15,No
7629-WIXZF,Female,No,No,7,One year,59.1,No
2351-RRBUE,Female,Yes,Yes,7,One year,20.65,No
5446-DKWYW,Female,Yes,Yes,61,One year,65.2,No
9039-ZVJDC,Male,No,No,3,Month-to-month,19.1,No
8780-IHCRN,Male,Yes,Yes,63,Two year,24.65,No
9828-QHFBK,Male,No,No,24,Month-to-month,51.15,No
9102-IAYHT,Female,Yes,Yes,17,Month-to-month,85.45,Yes
4188-FRABG,Male,Yes,No,57,Month-to-month,103.05,No
5035-BVCXS,Male,No,No,11,Month-to-month,75.9,No
8610-WFCJF,Female,Yes,Yes,49,Month-to-month,95.6,Yes
0754-EEBDC,Male,Yes,Yes,4,Two year,19.9,No
5669-SRAIP,Female,No,No,5,Month-to-month,39.5,Yes
4154-AQUGT,Male,Yes,No,13,Month-to-month,89.05,Yes
6023-YEBUP,Male,No,No,3,Month-to-month,100.95,Yes
9692-TUSXH,Female,No,No,18,Month-to-month,96.05,Yes
5701-ZIKJE,Male,No,No,13,Month-to-month,50.55,No
6870-ZWMNX,Male,Yes,No,70,Two year,76.1,No
8496-DMZUK,Male,No,No,30,One year,90.4,No
6609-MXJHJ,Female,Yes,Yes,30,Two year,25.1,No
1088-CNNKB,Male,Yes,No,63,One year,80,No
5322-TEUJK,Female,Yes,Yes,71,Two year,114.6,No
4716-MRVEN,Female,No,No,29,One year,20,No
6119-SPUDB,Male,No,No,46,Two year,38.25,No
7898-PDWQE,Male,Yes,No,71,Two year,80.4,No
1977-STDKI,Female,No,No,1,Month-to-month,73,Yes
6922-NCEDI,Male,No,Yes,56,One year,21.2,No
2586-CWXVV,Male,Yes,No,54,Month-to-month,30.4,No
2398-YPMUR,Female,Yes,No,13,Month-to-month,70.15,Yes
9617-INGJY,Male,No,No,1,Month-to-month,70.6,No
3191-CSNMG,Female,Yes,Yes,3,Month-to-month,80.7,No
8706-HRADD,Male,No,No,21,Month-to-month,43.55,No
8069-RHUXK,Female,Yes,Yes,67,Two year,35.7,No
7845-URHJN,Female,Yes,No,8,Month-to-month,20.15,Yes
4707-YNOQA,Female,Yes,Yes,34,One year,25.6,No
9933-QRGTX,Female,Yes,No,60,Two year,97.2,No
0643-OKLRP,Female,Yes,No,47,Month-to-month,80.35,Yes
7013-PSXHK,Female,No,No,40,One year,80.75,No
2878-RMWXY,Male,Yes,No,72,Two year,102.65,No
8008-ESFLK,Female,Yes,No,53,One year,110.5,No
6522-YRBXD,Male,Yes,No,35,Month-to-month,94.55,No
5816-JMLGY,Female,Yes,Yes,70,Two year,80.4,No
7634-WSWDB,Female,No,Yes,8,Month-to-month,38.5,No
3807-BPOMJ,Female,Yes,No,55,One year,94.75,No
6527-PZFPV,Male,Yes,Yes,24,One year,20.8,No
1790-NESIO,Female,No,No,13,Two year,20.4,No
1626-ERCMM,Male,Yes,No,20,Month-to-month,94.55,Yes
9670-BPNXF,Female,No,No,45,One year,62.55,No
8819-WFGGJ,Male,Yes,No,68,Two year,54.1,No
6022-KOUQO,Female,Yes,Yes,2,Month-to-month,29.05,No
4989-LIXVT,Male,No,No,68,Month-to-month,95.9,No
9560-ARGQJ,Female,No,Yes,16,Month-to-month,81,Yes
4581-LNWUM,Female,No,No,13,Month-to-month,49.15,No
0772-GYEQQ,Male,No,No,3,Month-to-month,88.35,Yes
0191-ZHSKZ,Male,No,No,30,Month-to-month,74.75,No
6005-OBZPH,Female,No,No,26,Month-to-month,89.15,Yes
8885-QSQBX,Female,No,No,1,Month-to-month,49.55,No
3982-JGSFD,Male,No,No,36,One year,20.35,No
4056-QHXHZ,Female,Yes,Yes,72,Two year,107.45,No
7812-FZHPE,Female,Yes,Yes,17,Month-to-month,24.1,Yes
2386-OWURY,Female,No,No,58,Month-to-month,95.3,No
7064-FRRSW,Male,No,No,48,One year,99,No
8752-IMQOS,Male,Yes,Yes,5,One year,20.1,No
1635-HDGFT,Female,No,Yes,19,Two year,20.5,No
7341-LXCAF,Male,Yes,No,4,Month-to-month,74.65,Yes
8853-TZDGH,Female,No,No,72,Two year,111.6,No
5696-EXCYS,Male,No,No,17,Two year,19.45,No
5158-RIVOP,Female,Yes,Yes,11,Two year,20.9,No
0434-CSFON,Female,Yes,No,47,Month-to-month,100.5,No
4671-VJLCL,Female,No,No,63,Two year,79.85,No
9391-EOYLI,Male,Yes,No,12,Month-to-month,80.45,Yes
3253-HKOKL,Female,Yes,Yes,52,One year,100.3,No
8756-RDDLT,Female,No,No,68,Month-to-month,44.95,No
4143-OOBWZ,Male,Yes,No,5,Month-to-month,81.3,Yes
8413-VONUO,Male,No,No,2,Month-to-month,95.65,Yes
8166-ZZTFS,Female,Yes,No,66,Two year,80.55,Yes
0661-KBKPA,Male,Yes,Yes,53,One year,78.75,No
0603-TPMIB,Female,Yes,Yes,59,Two year,25.45,No
0564-JJHGS,Male,No,No,9,Month-to-month,95.5,Yes
3893-JRNFS,Male,No,No,68,Month-to-month,39.9,No
7410-YTJIK,Female,No,No,7,Month-to-month,75.45,Yes
9269-CQOOL,Male,No,Yes,3,Month-to-month,54.7,Yes
5567-WSELE,Male,Yes,No,3,Month-to-month,94.6,Yes
2322-VCZHZ,Male,Yes,No,23,Month-to-month,90,No
1541-ETJZO,Male,No,No,1,Month-to-month,62.05,Yes
5498-TXHLF,Female,Yes,Yes,34,Month-to-month,87.45,Yes
2887-JPYLU,Female,No,Yes,41,Month-to-month,45.2,No
3859-CVCET,Female,No,No,4,Month-to-month,45.65,Yes
2252-NKNSI,Male,No,Yes,52,Two year,85.15,No
0308-GIQJT,Male,No,No,71,One year,105.75,No
1710-RCXUS,Male,Yes,No,51,One year,90.35,No
7964-VEXDG,Male,No,Yes,21,Month-to-month,80.35,No
1612-EOHDH,Female,No,No,1,Month-to-month,45.15,Yes
7975-JMZNT,Male,Yes,No,66,Two year,91.7,No
0147-ESWWR,Female,Yes,No,39,Month-to-month,101.25,No
8191-XWSZG,Female,No,No,52,One year,20.65,No
3365-SAIGS,Female,No,No,17,Month-to-month,83.55,No
4310-KEDTB,Female,No,Yes,26,Month-to-month,29.8,No
5402-HTOTQ,Male,No,No,16,Month-to-month,55.3,No
3411-WLRSQ,Female,Yes,No,3,Month-to-month,74.6,No
2933-FILNV,Female,Yes,Yes,2,Month-to-month,24.4,Yes
